01001,01101,394,867,0,7
01001,01051,374,835,0,1083
01001,01021,71,169,0,1399
01001,01047,51,115,0,4
01001,01073,39,75,0,363
01001,01081,22,46,0,2589
01001,01117,21,41,0,9
01003,01097,890,1794,834,839
01003,12033,298,599,834,884
01003,01073,170,327,834,363
01003,01117,81,157,834,9
01003,01125,80,146,834,1848
01003,01101,69,142,834,7
01003,01053,64,144,834,3088
01003,12113,56,89,834,52
01003,01081,52,94,834,2589
01003,01081,52,94,834,2589
01003,28059,52,86,834,2097
01003,48201,47,90,834,2924
01003,01099,46,91,834,366
01003,01123,41,151,834,3023
01003,01089,39,66,834,364
01003,47157,38,66,834,1122
01003,01051,36,98,834,1083
01003,01115,33,75,834,368
01003,12091,33,66,834,2557
01003,28047,30,56,834,2725
01003,12031,27,54,834,47
01003,12057,26,52,834,48
01003,01001,25,53,834,0
01003,01025,25,51,834,836
01003,13121,25,41,834,64
01003,22071,24,30,834,1021
01003,01015,23,47,834,2864
01003,12086,23,43,834,1425
01003,01047,22,45,834,4
01003,13135,22,56,834,65
01003,22103,22,49,834,129
01003,01069,21,42,834,362
01003,01095,21,38,834,365
01003,06073,21,48,834,870
01003,13067,20,43,834,2078
01003,13067,20,43,834,2078
01005,01069,70,197,1,362
01005,01067,43,87,1,1352
01005,01045,35,83,1,1820
01005,01109,28,63,1,840
01005,13239,22,54,1,1444
01005,01081,20,57,1,2589
01007,01125,124,302,1397,1848
01007,01073,97,208,1397,363
01007,01117,49,128,1397,9
01007,01117,49,128,1397,9
01007,01021,31,78,1397,1399
01009,01073,427,948,835,363
01009,01043,90,191,835,357
01009,01095,88,215,835,365
01009,01115,75,177,835,368
01009,01055,51,125,835,359
01009,01117,49,98,835,9
01009,01127,28,65,835,2679
01011,01101,45,110,1398,7
01011,01109,20,39,1398,840
01013,01085,44,114,2578,1295
01013,01101,36,88,2578,7
01013,01039,21,55,2578,1403
01015,01121,350,774,2864,842
01015,01055,155,338,2864,359
01015,01029,99,209,2864,1401
01015,01073,82,152,2864,363
01015,01115,80,172,2864,368
01015,01019,50,104,2864,2587
01015,01027,39,83,2864,1400
01015,01111,33,71,2864,2597
01015,01117,29,45,2864,9
01015,13045,28,61,2864,2571
01015,01089,24,49,2864,364
01015,01095,23,42,2864,365
01017,01081,258,624,2678,2589
01017,01081,258,624,2678,2589
01017,13285,155,336,2678,1950
01017,01111,40,89,2678,2597
01017,01123,21,52,2678,3023
01017,13215,21,41,2678,514
01019,01049,67,155,2587,358
01019,01055,66,142,2587,359
01019,01015,47,107,2587,2864
01019,13115,42,88,2587,2603
01019,13055,20,51,2587,1431
01021,01117,247,608,1399,9
01021,01073,82,187,1399,363
01021,01001,81,199,1399,0
01021,01051,38,97,1399,1083
01021,01047,27,61,1399,4
01021,01007,26,64,1399,1397
01021,01101,25,61,1399,7
01023,28075,22,53,2,2736
01025,01097,69,143,836,839
01025,01131,35,107,836,10
01025,01129,32,76,836,843
01025,01003,25,51,836,834
01025,01091,23,54,836,6
01027,01121,47,114,1400,842
01027,01111,30,70,1400,2597
01027,01015,22,46,1400,2864
01027,01123,21,47,1400,3023
01029,01015,82,184,1401,2864
01029,13045,42,113,1401,2571
01029,13143,35,90,1401,507
01031,01045,262,625,3026,1820
01031,01069,121,295,3026,362
01031,01061,92,206,3026,1351
01031,01109,65,158,3026,840
01031,01039,60,134,3026,1403
01031,47125,37,104,3026,3208
01031,01101,24,41,3026,7
01031,08041,24,62,3026,2042
01031,37051,24,61,3026,991
01031,48027,23,56,3026,2332
01031,15003,22,67,3026,1240
01031,13051,21,52,3026,1430
01033,01077,446,931,3,2872
01033,01059,143,320,3,1226
01033,01079,48,97,3,1833
01033,01089,35,60,3,364
01033,01103,24,43,3,2842
01033,01073,23,39,3,363
01035,01099,44,111,837,366
01035,01053,37,77,837,3088
01035,01013,23,54,837,2578
01037,01123,91,262,1402,3023
01037,01121,66,142,1402,842
01039,01031,66,171,1403,3026
01039,12091,54,114,1403,2557
01039,01041,27,64,1403,1208
01039,12131,26,49,1403,1214
01039,01061,25,56,1403,1351
01039,01101,22,45,1403,7
01039,01035,21,53,1403,837
01039,01003,20,37,1403,834
01039,01069,20,41,1403,362
01041,01101,56,124,1208,7
01041,01109,36,90,1208,840
01041,01039,34,72,1208,1403
01041,01013,31,74,1208,2578
01043,01103,199,434,357,2842
01043,01073,159,336,357,363
01043,01095,103,233,357,365
01043,01009,87,216,357,835
01043,01089,77,175,357,364
01043,01127,42,88,357,2679
01043,01117,40,85,357,9
01043,01133,38,71,357,1856
01043,01125,21,40,357,1848
01045,01069,349,796,1820,362
01045,01031,233,506,1820,3026
01045,01067,47,104,1820,1352
01045,01005,45,111,1820,1
01045,01061,45,98,1820,1351
01045,01109,41,89,1820,840
01045,47125,30,83,1820,3208
01045,15003,28,110,1820,1240
01045,37051,27,79,1820,991
01045,48027,27,84,1820,2332
01045,53053,23,86,1820,1185
01045,36071,21,32,1820,1256
01045,48141,20,66,1820,280
01047,48453,66,170,4,297
01047,01101,62,122,4,7
01047,01073,40,78,4,363
01047,01105,29,67,4,1847
01047,01001,28,58,4,0
01047,01085,22,54,4,1295
01047,01131,21,53,4,10
01049,01095,249,650,358,365
01049,01071,186,421,358,838
01049,01055,77,160,358,359
01049,01019,57,121,358,2587
01049,47065,34,76,358,1263
01049,01073,25,50,358,363
01049,13083,24,65,358,2580
01049,01089,20,29,358,364
01051,01101,686,1486,1083,7
01051,01001,403,871,1083,0
01051,01123,147,386,1083,3023
01051,01081,42,97,1083,2589
01051,01073,35,79,1083,363
01051,01117,35,84,1083,9
01051,01021,27,61,1083,1399
01051,01047,25,40,1083,4
01051,01003,21,35,1083,834
01053,12033,113,259,3088,884
01053,01003,84,182,3088,834
01053,01035,41,94,3088,837
01053,01097,40,85,3088,839
01053,12113,37,72,3088,52
01053,01099,31,67,3088,366
01055,01095,231,554,359,365
01055,01015,180,383,359,2864
01055,01115,97,216,359,368
01055,01073,91,174,359,363
01055,01073,91,174,359,363
01055,01019,73,170,359,2587
01055,01049,73,177,359,358
01055,01009,56,129,359,835
01055,01117,35,66,359,9
01055,01089,30,55,359,364
01057,01093,77,161,2588,1846
01057,01125,62,149,2588,1848
01057,01127,29,62,2588,2679
01057,01075,21,53,2588,1821
01059,01033,117,264,1226,3
01059,01093,53,128,1226,1846
01059,01077,49,123,1226,2872
01059,01133,40,102,1226,1856
01059,01103,27,81,1226,2842
01059,01079,24,65,1226,1833
01059,28141,24,65,1226,2761
01061,01069,155,344,1351,362
01061,01031,91,190,1351,3026
01061,01045,53,134,1351,1820
01061,12059,33,81,1351,2074
01061,01039,21,43,1351,1403
01063,01125,56,115,360,1848
01065,01125,133,281,361,1848
01065,01091,36,94,361,6
01067,01069,164,382,1352,362
01067,01005,48,109,1352,1
01067,01045,45,95,1352,1820
01069,01045,338,708,362,1820
01069,01067,202,444,362,1352
01069,01061,170,364,362,1351
01069,01031,119,264,362,3026
01069,12063,77,168,362,2546
01069,12005,57,118,362,2064
01069,01109,56,120,362,840
01069,01005,47,116,362,1
01069,01073,47,84,362,363
01069,01101,43,70,362,7
01069,13099,32,70,362,1930
01069,01081,31,57,362,2589
01069,13253,29,51,362,1446
01069,01097,28,47,362,839
01069,01003,24,37,362,834
01069,12073,22,38,362,494
01069,12091,20,40,362,2557
01071,01049,190,414,838,358
01071,01089,93,188,838,364
01071,01095,60,133,838,365
01071,47115,45,112,838,3013
01071,47065,29,54,838,1263
01071,13083,21,52,838,2580
01073,01117,2304,4313,363,9
01073,01115,690,1492,363,368
01073,01125,592,1148,363,1848
01073,01009,378,828,363,835
01073,01089,262,482,363,364
01073,01127,256,520,363,2679
01073,01101,242,402,363,7
01073,01097,183,298,363,839
01073,13121,168,273,363,64
01073,01043,142,266,363,357
01073,01121,137,283,363,842
01073,01015,136,233,363,2864
01073,01081,130,205,363,2589
01073,01003,125,222,363,834
01073,01055,114,218,363,359
01073,13089,104,195,363,1920
01073,47037,101,176,363,784
01073,01021,83,168,363,1399
01073,01007,79,186,363,1397
01073,01103,78,141,363,2842
01073,47157,76,140,363,1122
01073,13135,74,174,363,65
01073,48453,71,161,363,297
01073,13067,62,110,363,2078
01073,06037,60,125,363,33
01073,01095,59,118,363,365
01073,48201,59,120,363,2924
01073,01077,57,109,363,2872
01073,01069,56,102,363,362
01073,12031,50,109,363,47
01073,01047,48,96,363,4
01073,01051,48,84,363,1083
01073,17031,46,72,363,535
01073,26163,45,87,363,146
01073,12033,42,73,363,884
01073,12057,42,75,363,48
01073,48113,42,84,363,2152
01073,13215,40,66,363,514
01073,37119,40,91,363,565
01073,01123,37,85,363,3023
01073,47065,37,68,363,1263
01073,01001,36,67,363,0
01073,36061,35,52,363,195
01073,28075,34,71,363,2736
01073,01133,33,55,363,1856
01073,12095,33,55,363,50
01073,01091,32,58,363,6
01073,13063,32,78,363,2077
01073,37183,31,51,363,217
01073,39049,30,67,363,2550
01073,47093,30,51,363,790
01073,04013,29,51,363,374
01073,12005,29,49,363,2064
01073,12091,29,52,363,2557
01073,36047,29,65,363,949
01073,48029,28,54,363,1128
01073,01049,27,59,363,358
01073,12011,27,68,363,2524
01073,22033,27,48,363,439
01073,01031,26,34,363,3026
01073,21111,26,62,363,2776
01073,28049,26,48,363,615
01073,12086,25,41,363,1425
01073,22071,25,44,363,1021
01073,01119,24,48,363,841
01073,45045,24,54,363,768
01073,48439,24,47,363,1869
01073,01033,23,44,363,3
01073,01083,23,45,363,1834
01073,13245,23,46,363,520
01073,39035,23,42,363,955
01073,28089,22,42,363,618
01073,28121,22,47,363,158
01073,28121,22,47,363,158
01073,45019,22,41,363,764
01073,47187,22,45,363,1125
01073,12099,21,33,363,3134
01073,18097,21,49,363,2826
01073,01131,20,47,363,10
01073,12117,20,36,363,890
01073,13051,20,45,363,1430
01075,28087,37,84,1821,1053
01075,01093,31,69,1821,1846
01075,01057,26,66,1821,2588
01077,01033,448,931,2872,3
01077,01089,84,156,2872,364
01077,01083,76,136,2872,1834
01077,01059,63,140,2872,1226
01077,47099,51,94,2872,2430
01077,01079,43,105,2872,1833
01077,01103,41,79,2872,2842
01077,47181,38,65,2872,2877
01077,01073,29,54,2872,363
01079,01103,280,617,1833,2842
01079,01077,44,101,1833,2872
01079,01033,35,72,1833,3
01079,01083,23,48,1833,1834
01079,01089,22,46,1833,364
01081,01113,573,1320,2589,367
01081,13215,428,882,2589,514
01081,01017,296,682,2589,2678
01081,01087,168,323,2589,5
01081,01123,162,330,2589,3023
01081,01101,147,301,2589,7
01081,01073,133,236,2589,363
01081,13285,63,141,2589,1950
01081,01051,59,124,2589,1083
01081,01051,59,124,2589,1083
01081,13121,52,112,2589,64
01081,01089,51,78,2589,364
01081,01003,43,64,2589,834
01081,01117,41,81,2589,9
01081,01097,40,74,2589,839
01081,13135,39,79,2589,65
01081,13145,36,68,2589,3038
01081,01111,33,64,2589,2597
01081,13077,31,87,2589,502
01081,13089,28,44,2589,1920
01081,01001,27,56,2589,0
01081,13067,25,46,2589,2078
01081,01069,22,61,2589,362
01081,01109,22,39,2589,840
01081,01015,21,40,2589,2864
01081,01121,21,41,2589,842
01081,13053,20,47,2589,3145
01083,01089,883,1965,1834,364
01083,01103,181,426,1834,2842
01083,01077,88,159,1834,2872
01083,47055,62,132,1834,1116
01083,01073,37,74,1834,363
01083,01043,30,76,1834,357
01083,47103,28,57,1834,2442
01083,01095,21,47,1834,365
01085,01101,115,241,1295,7
01085,01013,23,49,1295,2578
01087,01081,125,255,5,2589
01087,01101,66,124,5,7
01087,01123,27,60,5,3023
01087,01051,23,52,5,1083
01089,01083,723,1572,364,1834
01089,01103,390,842,364,2842
01089,01073,266,435,364,363
01089,01095,211,405,364,365
01089,47103,170,371,364,2442
01089,01071,118,230,364,838
01089,01077,107,165,364,2872
01089,47037,92,147,364,784
01089,01125,83,134,364,1848
01089,01117,67,115,364,9
01089,13067,58,98,364,2078
01089,01043,57,123,364,357
01089,04019,54,115,364,2613
01089,01081,53,90,364,2589
01089,01101,53,101,364,7
01089,01097,50,102,364,839
01089,01055,48,95,364,359
