01119,107,225
48037,1053,2113
53033,32469,55319
48481,461,919
37113,105,199
51690,236,487
06055,1797,3209
13083,174,345
31095,53,93
48395,182,382
37151,1372,2717
26041,91,145
40013,371,712
49037,90,186
51109,353,660
28123,357,867
53057,1292,2263
01071,443,900
53037,463,762
49001,43,102
05087,224,469
32019,741,1382
13185,1250,2484
29069,299,665
05017,73,153
12011,33375,58102
13165,63,142
55051,22,33
27103,518,887
42123,205,342
48115,48,95
55121,344,607
13131,209,479
01047,290,615
05089,140,289
21145,547,1046
17113,1425,2467
17173,237,445
51065,264,470
13097,2901,5978
48293,211,473
13053,354,833
18139,171,326
20091,7382,12546
21047,1345,3110
42045,7364,12481
51015,824,1458
54055,197,389
47043,525,1041
10001,1497,2762
26061,50,86
54057,248,456
22085,58,126
20077,22,32
37179,2307,4466
12091,3009,5483
35033,29,66
39001,153,285
21219,118,263
20093,33,77
38003,67,96
48407,445,963
22053,390,818
45001,278,575
25017,26607,41217
45003,1366,2705
36053,689,1140
42021,720,1167
51019,905,1630
21081,431,837
40017,2036,3762
42039,568,985
06031,1490,3429
09007,2229,3477
48209,3809,6578
17087,54,106
12113,2136,3832
37155,946,2071
48059,170,329
06087,3657,6401
27101,27,54
13103,674,1292
18157,1655,2934
17161,1368,2528
16047,168,417
17125,136,231
13113,1682,3359
47165,2318,4309
05147,44,86
45091,2324,4286
29115,21,43
29215,159,331
41043,1438,2655
45027,337,657
33001,804,1325
13269,28,46
48117,154,353
19195,57,113
37161,334,621
49049,5967,13050
29209,415,827
40137,339,664
51023,413,748
55035,1155,1871
29149,67,164
17181,100,175
01103,1186,2733
20191,263,496
11001,17225,26590
28159,84,179
37153,316,681
53059,112,236
48331,216,426
34027,7778,12557
21039,21,35
48083,56,121
29159,311,577
24035,530,886
01067,196,443
19095,143,226
37187,79,167
28115,328,769
47111,127,270
42051,837,1394
16075,309,686
42065,344,611
46117,55,101
12111,3908,7104
36111,1674,2742
12097,7442,14338
08025,22,56
37163,893,2169
08067,561,882
33003,603,943
48233,142,293
22099,873,1853
40107,66,163
48493,652,1262
13137,392,871
21165,44,89
31167,70,129
51735,135,229
37175,185,337
47131,196,410
37193,338,642
40141,46,95
40035,146,307
21087,43,89
21033,56,113
10005,1877,3453
26157,513,896
08087,228,477
26079,156,291
29207,217,452
18055,309,596
13129,492,1161
26081,6619,11655
46127,172,308
51029,71,140
12123,34,65
06079,3149,5076
29177,306,635
38049,44,75
13221,154,329
21161,91,207
40091,225,495
53003,281,514
30043,153,299
47005,88,167
21229,79,166
28163,190,407
51073,332,571
51101,200,392
34025,8025,12564
22071,6569,11933
17179,1314,2279
22033,6315,11715
29097,1158,2391
47033,149,312
48487,56,101
51179,2277,4321
29059,160,349
04007,607,1180
21103,230,472
47109,220,489
53073,1754,2630
36001,4516,7166
06099,5023,10301
19071,56,119
48321,326,636
48245,2755,5243
28099,190,418
45089,322,737
19027,84,152
27057,192,388
21019,497,1010
20145,25,45
48013,728,1553
30007,64,122
05139,142,286
21079,220,433
51670,530,1108
36105,662,1230
40125,955,1977
29101,540,960
42037,467,797
19121,193,345
18043,1343,2495
51830,339,649
56023,23,43
17183,347,687
53047,344,698
48135,2179,4615
13237,136,288
45019,6321,11336
05051,752,1453
21149,76,142
24031,19103,32255
45031,613,1280
45045,5109,9809
28067,586,1231
01001,746,1542
32021,22,34
54105,49,96
37033,299,633
37049,1150,2229
06033,535,926
18049,183,350
21207,104,266
34007,6805,11675
12059,278,595
51159,90,198
47117,384,720
41051,15200,25228
21035,215,410
28109,483,998
16067,236,533
12109,3105,5242
51149,534,1089
40071,362,701
21195,289,560
37011,113,231
51147,193,393
55089,1036,1566
13279,182,435
16081,72,176
26001,57,111
29031,535,944
48063,92,208
39049,15654,27720
37139,334,645
26151,411,733
31037,131,260
41029,1749,2977
29221,236,489
48453,68726,131372
02261,101,173
29057,47,87
19021,128,270
48437,81,168
39053,141,337
40099,109,200
22113,631,1382
29073,79,150
13205,209,490
48025,286,556
17025,23,53
01003,1513,2823
02185,51,107
51570,518,992
12107,732,1458
41067,9836,17116
21125,552,1180
42043,3202,5293
39011,430,806
37117,193,386
26155,742,1284
48123,198,413
06041,4159,6548
19059,55,82
21155,136,250
39131,215,425
22041,109,242
18001,193,362
39025,2690,4771
42093,215,353
49005,1159,2399
32007,355,677
29187,588,1094
04005,2359,4242
18005,740,1490
38061,151,296
48009,149,275
20115,71,134
12055,735,1418
24025,2837,4910
05073,42,99
29117,20,38
36015,467,802
37057,1769,3379
41001,33,55
17169,76,168
21113,631,1207
26063,195,339
26087,1000,1731
27021,346,638
48353,106,213
