40055,24,57
37193,319,648
38071,38,83
29067,59,135
29155,107,255
41033,731,1371
47049,51,102
56039,93,202
41039,3432,5592
17103,261,476
13215,3020,6259
13179,1199,2769
12041,237,536
26043,80,133
53033,35818,57021
29035,31,66
48369,57,154
48103,27,65
01025,133,292
21149,57,129
26063,180,309
16081,75,167
19033,296,519
21015,2125,4044
25009,8552,14170
22053,300,654
28013,23,60
21061,132,260
45017,186,391
55137,188,343
42055,1052,1891
36115,745,1298
13071,260,595
47095,30,70
21091,86,167
35007,20,39
26159,851,1729
36105,659,1287
45031,538,1101
06037,88659,147180
16013,80,119
40119,796,1401
53013,20,41
02122,430,725
32033,36,73
47175,25,53
30029,628,1092
55037,32,49
40143,8061,15469
48009,127,247
39005,477,880
06027,87,159
18023,294,569
39175,218,393
12131,932,1712
13175,173,387
22015,2020,4085
37059,456,931
54081,382,702
12051,628,1495
31153,2904,5456
37105,713,1607
39031,246,527
51595,101,247
27085,366,649
19021,45,83
24510,12235,20355
02185,31,48
30043,136,278
54045,146,323
18063,2559,4847
47043,615,1264
06055,1840,3244
08109,21,51
42133,3808,6686
21163,338,742
28059,1460,3039
46083,1120,2091
55019,279,548
47073,625,1259
36043,436,814
55111,686,1162
13109,102,226
51147,197,395
13189,163,350
47003,504,1006
47121,203,427
37087,368,639
47091,24,48
48145,184,384
46135,122,210
41061,95,149
17033,26,48
41007,394,716
51830,340,635
51630,942,1684
33009,1032,1616
51071,107,190
22119,333,705
01117,3369,6608
37005,25,68
48469,1006,1906
13227,391,806
06025,1509,3703
19183,170,346
55073,1048,1797
29001,96,224
56041,76,170
36027,2959,5120
27141,1512,2805
48437,46,109
19195,66,113
02090,857,1717
19157,82,159
29091,243,541
37179,2322,5151
13069,242,556
39075,282,599
55117,756,1382
49003,547,1298
35041,115,214
53015,1227,2402
18005,835,1646
13033,237,541
28035,1363,2743
27033,27,46
13085,429,898
46103,1013,1768
38093,80,113
29003,229,467
49007,120,256
36099,301,542
26075,1112,1971
37081,6345,11553
01115,1174,2490
13257,159,367
34027,6951,11954
18053,379,722
21165,36,80
18115,68,147
01125,1608,3265
37009,77,168
13309,21,48
06105,58,128
48123,194,412
26077,2732,4541
51036,42,72
13281,37,99
19083,49,95
22067,174,379
48397,1805,3906
51195,264,586
48289,157,319
42045,7034,12594
19189,31,56
27147,275,543
48121,19458,37142
29073,71,143
19043,120,243
13261,67,147
48171,200,375
13153,1683,3503
50005,277,462
42107,908,1661
51163,203,407
56011,40,87
47141,714,1344
55017,642,1144
30015,23,45
41043,1581,2939
47115,237,480
39113,4987,8483
13063,8485,18171
48081,31,59
13183,333,826
19017,225,405
08081,36,69
48025,221,459
18153,152,309
48115,60,128
29027,446,819
41001,24,50
08103,25,43
40039,232,452
22001,693,1523
01027,82,179
13169,327,703
26099,10235,18722
31067,135,249
49043,569,1142
22101,410,952
48227,206,402
08031,25219,40065
16027,2632,5496
29083,194,405
21227,1085,2065
54095,57,98
42101,19903,30873
48237,43,90
22077,175,412
06009,554,1057
19067,66,120
02188,32,62
48035,236,479
47157,8129,15790
09011,2483,4058
37109,1055,2115
05071,115,269
13023,99,240
37189,366,607
42017,7484,13013
47085,103,209
42123,164,281
21093,1036,2083
33003,623,1023
08097,204,328
19123,162,308
55099,27,55
19061,538,951
13233,454,1007
47139,202,443
51073,334,629
08089,77,178
29209,373,722
05059,360,771
27101,26,56
06041,3821,6399
47097,181,396
39071,420,898
50007,1753,2450
48213,1248,2557
47089,751,1562
39133,2131,3571
48367,2335,4953
47153,151,307
13077,1930,4251
20085,87,166
50027,617,995
13151,4462,9498
19041,54,100
12013,113,248
53037,638,1001
40087,730,1636
01093,232,547
06115,1082,2463
48245,2560,5154
18043,1386,2677
37071,2412,4683
40037,1131,2484
39083,447,870
13251,106,230
20043,64,149
22111,248,536
28151,222,486
13013,1576,3303
46027,76,125
36093,1815,3078
51057,21,38
12097,8166,16316
55087,2560,4328
29143,230,515
39029,671,1214
53071,445,957
01021,367,828
48141,6479,14710
29215,106,232
13299,338,705
05045,1343,2529
48465,251,518
05081,117,242
40127,36,89
08065,61,118
22035,24,65
13173,149,321
17133,380,709
51175,143,331
32001,192,386
21125,569,1215
20197,38,67
26087,1065,2004
40093,49,110
48077,106,210
40017,2425,4927
19059,68,104
25023,6282,10804
42065,312,574
48059,180,384
39015,586,1176
48199,762,1528
47123,433,932
01001,793,1794
18141,2211,4063
27045,169,300
29135,91,186
12085,2691,4745
48281,285,603
13217,1923,4226
29225,486,975
