twitter14,IRS14,IRS14exempt
13,343,611
13,543,1134
13,82,136
13,149,237
13,105,179
13,37,59
13,1319,3233
13,603,1161
13,176,274
13,830,1718
13,289,517
13,356,693
13,226,269
13,21,25
13,286,474
13,785,1575
13,258,316
13,156,225
13,135,157
13,603,1264
13,1351,2949
13,861,1634
13,99,166
13,282,456
13,143,218
13,674,1209
13,80,118
13,342,656
13,550,952
13,42,50
13,390,715
13,262,440
13,197,366
13,329,597
13,348,503
13,55,82
13,289,563
13,46,55
13,153,234
13,276,496
13,278,563
13,962,1736
13,413,727
13,162,247
13,537,985
13,711,1635
13,98,160
13,540,1013
13,29,42
13,107,152
13,50,85
13,27,30
13,0,0
13,256,417
13,261,597
13,121,157
13,325,544
13,578,1099
13,216,384
13,147,301
13,826,1444
13,534,1064
13,591,1004
13,146,202
13,46,66
13,211,367
13,95,139
13,41,81
13,813,1501
13,107,168
13,330,772
13,547,867
13,167,247
13,254,370
13,191,257
13,341,601
13,54,92
13,150,240
13,115,193
13,585,1201
13,278,478
13,166,212
13,610,1056
13,715,1436
13,26,33
13,260,410
13,448,782
13,554,918
13,1176,2025
13,267,359
13,408,829
13,404,709
13,46,82
13,74,100
13,810,1548
13,167,285
13,97,165
13,386,616
13,498,976
13,445,722
13,221,323
13,492,1044
13,42,69
13,335,592
13,232,270
13,518,1053
13,187,293
13,205,305
13,83,138
13,262,472
13,371,580
13,675,1646
13,87,140
13,723,1572
13,388,670
13,739,1399
13,169,278
13,652,1314
13,686,1247
13,1054,1931
13,504,624
13,33,53
13,80,121
13,920,1583
13,507,1025
13,496,863
13,648,1228
13,359,756
13,54,99
13,265,417
13,228,400
13,112,208
13,637,1281
13,229,344
13,280,425
13,211,465
13,429,754
13,115,191
13,30,41
13,0,0
13,120,197
13,137,166
13,256,464
13,132,198
13,765,1357
13,154,212
13,326,635
13,380,830
13,54,72
13,149,249
13,128,279
13,301,521
13,426,1073
13,225,440
13,419,721
13,106,163
13,571,1217
13,558,1178
13,394,448
13,931,1783
13,967,1661
13,321,600
13,262,480
13,0,0
13,201,414
13,118,202
13,82,139
13,458,810
13,742,1427
13,218,488
13,51,91
13,511,880
12,541,999
12,480,785
12,310,532
12,0,0
12,342,539
12,334,633
12,49,81
12,32,50
12,128,231
12,164,232
12,153,235
12,394,867
12,364,690
12,277,538
12,163,309
12,180,317
12,295,515
12,149,255
12,1085,2000
12,615,1291
12,614,1144
12,228,509
12,323,609
12,201,344
12,467,812
12,547,981
12,446,832
12,95,137
12,353,649
12,192,272
12,104,134
12,40,74
12,288,457
12,123,205
12,113,154
12,183,298
12,256,497
12,411,814
12,149,250
12,168,232
12,920,2325
12,205,333
12,146,257
12,85,150
12,0,0
12,183,282
12,147,251
12,181,389
12,170,328
12,72,86
12,92,170
12,270,577
12,564,1043
12,335,640
12,42,66
12,146,246
12,54,76
12,287,534
12,435,811
12,742,1548
12,640,1310
12,249,387
12,246,475
12,437,733
12,170,241
12,249,403
12,70,92
12,54,100
12,297,580
12,458,1012
12,22,27
12,550,1064
12,272,358
12,340,602
12,805,1937
12,457,1060
12,184,327
12,93,108
12,800,1637
12,74,116
12,314,471
12,196,448
12,234,444
12,1052,2210
12,41,47
12,137,216
12,124,224
12,42,65
12,125,206
12,153,225
12,885,1766
12,431,752
12,65,94
12,26,40
12,534,1048
12,148,240
12,432,768
12,469,736
12,460,990
12,56,81
12,412,829
12,86,127
12,181,267
12,379,545
12,786,1640
12,634,1476
12,338,578
12,177,438
12,65,110
12,758,1536
12,860,1554
12,192,280
12,339,597
12,158,277
12,812,1959
12,94,144
12,608,1206
12,371,670
12,233,339
12,646,1516
12,100,139
12,1796,4091
12,80,99
12,272,488
12,72,111
12,391,796
12,160,261
12,109,160
12,234,350
12,899,1653
12,130,177
12,81,148
12,116,198
12,50,83
12,646,1327
12,51,75
12,50,69
12,982,2122
12,58,86
12,0,0
12,224,404
12,197,320
12,809,1613
12,301,444
12,142,179
12,513,942
12,464,782
12,60,106
12,116,210
12,394,772
12,62,88
12,247,399
12,279,392
12,339,591
12,715,1240
12,483,896
12,1128,2029
12,178,249
12,167,311
12,201,271
12,152,279
12,23,38
12,124,220
12,61,104
12,0,0
12,267,481
12,165,232
12,91,108
12,112,194
12,260,436
12,162,226
12,223,354
12,179,329
12,173,279
12,455,662
12,369,654
12,114,184
12,148,233
12,231,350
12,82,152
12,240,399
12,121,172
12,30,40
12,233,380
12,806,1409
12,731,1229
12,131,221
12,160,258
12,21,29
12,513,1013
12,232,399
12,318,550
12,318,547
12,552,1201
12,118,182
12,101,158
12,249,405
12,62,93
12,0,0
12,375,732
12,243,435
12,130,233
12,161,266
12,509,1055
12,92,129
12,57,113
12,429,798
12,223,322
12,512,879
12,1100,2564
12,0,0
12,289,513
12,40,83
12,201,307
12,66,85
12,41,81
12,465,802
12,817,1664
12,449,776
12,352,643
11,188,374
11,102,164
11,174,239
11,398,694
11,553,909
11,82,160
11,247,521
11,136,233
11,347,703
11,88,123
11,93,174
11,243,352
11,872,1709
11,443,798
11,156,235
11,153,233
11,496,784
11,1021,1956
11,0,0
11,856,1867
11,353,818
11,72,132
11,555,917
11,485,778
11,250,478
11,121,153
11,111,196
11,52,115
11,80,116
11,261,411
11,45,59
11,81,153
11,538,1040
11,706,1167
11,86,151
11,34,42
11,153,211
11,227,362
11,124,235
11,168,274
11,207,374
11,102,163
11,149,241
11,322,576
11,390,765
11,134,205
11,656,1268
11,266,475
11,434,730
11,267,433
11,86,101
11,56,111
11,140,269
11,429,894
11,134,277
11,104,144
11,507,882
11,275,505
11,191,356
11,184,366
11,292,750
11,424,577
11,238,320
11,457,788
11,266,456
11,285,501
11,662,1300
11,202,357
11,0,0
11,136,219
11,31,61
11,33,51
11,94,133
11,371,599
11,147,164
11,595,1248
11,97,158
11,201,466
11,205,318
11,228,441
11,188,393
11,20,25
11,531,1042
11,470,788
11,256,356
11,60,102
11,0,0
11,377,831
11,198,363
11,640,1089
11,21,32
11,29,39
11,637,1225
11,131,210
11,170,237
11,197,440
11,57,91
11,172,276
11,167,295
11,952,2004
11,159,230
11,418,677
11,985,2124
11,98,162
11,705,1332
11,434,714
11,300,589
11,601,942
11,87,121
11,523,989
11,144,264
11,143,224
11,475,868
11,338,518
11,163,360
11,289,539
11,93,111
11,644,1371
11,165,295
11,264,508
11,411,897
11,691,1498
11,0,0
11,0,0
11,0,0
11,67,110
11,593,1155
11,351,477
11,265,519
11,396,736
11,708,1259
11,209,355
11,136,166
11,175,307
11,244,454
11,275,527
11,115,199
11,126,218
11,141,228
11,209,273
11,241,344
11,495,1066
11,349,642
11,0,0
11,196,287
11,63,115
11,318,615
11,856,1506
11,539,926
11,86,144
11,102,184
11,152,263
11,54,71
11,190,289
11,22,42
11,84,97
11,442,1139
11,65,108
11,37,58
11,464,810
11,239,437
11,282,465
11,68,105
11,299,469
11,160,271
11,64,78
11,91,155
11,95,130
11,56,75
11,169,263
11,204,357
11,496,988
11,269,485
11,390,807
11,540,950
11,87,169
11,543,884
11,788,1391
11,194,443
11,128,186
11,47,61
11,277,457
11,343,644
11,184,307
11,446,931
11,236,391
11,130,222
11,163,305
11,180,286
11,486,947
11,114,173
11,222,372
11,297,546
11,186,305
11,606,1064
11,497,901
11,278,452
11,73,100
11,458,819
11,418,733
11,420,728
11,103,190
11,267,466
11,209,347
11,216,342
11,330,581
11,170,310
11,410,753
11,494,908
11,86,119
11,83,141
11,0,0
11,64,110
11,77,128
11,97,174
11,343,681
11,94,135
11,121,271
11,53,78
11,51,76
11,149,332
11,161,252
11,264,487
11,20,32
11,50,93
11,371,601
11,273,461
11,497,974
11,66,103
11,590,1155
11,167,242
11,200,324
11,122,158
11,84,98
11,164,261
11,480,852
11,133,230
11,166,263
11,124,250
11,140,167
11,163,245
11,0,0
11,310,485
11,420,784
11,552,1018
11,384,831
11,101,183
11,389,723
11,177,293
11,61,78
11,0,0
11,327,617
11,365,605
11,98,142
11,380,882
11,534,1170
11,449,874
11,714,1352
11,0,0
10,467,924
10,172,274
10,404,767
10,205,334
10,101,178
10,41,51
10,0,0
10,504,854
10,0,0
10,228,361
10,0,0
10,53,90
10,0,0
10,115,210
10,227,388
10,634,1322
10,150,264
10,672,1528
10,42,60
10,80,123
10,452,786
10,0,0
10,74,94
10,467,772
10,376,709
10,0,0
10,155,235
10,54,103
10,274,530
10,167,270
10,221,391
10,579,1261
10,456,880
10,150,285
10,424,735
10,161,215
10,245,439
10,359,568
10,285,537
10,143,171
10,173,323
10,308,567
10,439,849
10,127,213
10,652,1451
10,358,787
10,294,383
10,46,57
10,223,359
10,228,439
10,290,499
10,578,974
10,184,321
10,261,460
10,881,1939
10,133,305
10,410,626
10,640,1295
10,195,341
10,54,82
10,299,554
10,53,90
10,63,80
10,440,767
10,882,1616
10,83,109
10,147,351
10,88,136
10,139,172
10,175,317
10,242,446
10,213,381
10,183,248
10,109,216
10,211,288
10,61,97
10,196,356
10,62,129
10,337,681
10,662,1280
10,39,79
10,85,120
10,179,275
10,78,143
10,161,237
10,438,743
10,151,229
10,369,660
10,164,278
10,271,486
10,184,286
10,104,156
10,64,84
10,111,147
10,163,284
10,171,317
10,234,484
10,163,296
10,310,592
10,146,253
10,138,243
10,678,1276
10,120,186
10,739,1633
10,141,260
10,123,218
10,184,336
10,74,144
10,276,448
10,142,217
10,250,437
10,141,206
10,0,0
10,66,95
10,57,87
10,707,1619
10,158,292
10,442,1014
10,760,1370
10,0,0
10,79,108
10,121,189
10,226,396
10,38,46
10,24,33
10,93,144
10,69,102
10,561,1531
10,749,1541
10,302,488
10,46,67
10,86,138
10,169,334
10,289,563
10,107,191
10,144,242
10,137,283
10,35,36
10,338,636
10,801,1951
10,23,52
10,320,622
10,42,80
10,949,1895
10,603,1391
10,113,192
10,101,145
10,52,112
10,216,386
10,154,218
10,394,711
10,56,104
10,120,176
10,144,212
10,422,732
10,379,617
10,288,519
10,252,418
10,590,1360
10,30,44
10,352,825
10,69,106
10,154,248
10,236,398
10,90,143
10,134,205
10,410,802
10,191,341
10,580,1119
10,236,423
10,820,1881
10,248,490
10,418,759
10,260,447
10,184,307
10,336,636
10,217,330
10,454,930
10,765,1157
10,317,622
10,297,459
10,0,0
10,89,168
10,133,313
10,22,26
10,139,203
10,130,252
10,753,1437
10,369,740
10,1549,2717
10,0,0
10,334,634
10,0,0
10,57,83
10,35,51
10,120,221
10,500,1028
10,410,892
10,95,147
10,201,370
10,270,461
10,558,820
10,283,445
10,520,996
10,0,0
10,33,62
10,185,281
10,330,651
10,84,156
10,65,92
10,48,78
10,384,682
10,236,373
10,127,213
10,116,279
10,728,1365
10,427,818
10,53,81
10,388,760
10,621,1068
10,543,1018
10,468,901
10,20,35
10,151,179
10,78,103
10,205,297
10,154,250
10,321,559
10,683,1556
10,472,998
10,82,118
10,95,159
10,152,297
10,149,277
10,328,520
10,469,858
10,584,1204
10,223,342
10,0,0
10,123,206
10,58,82
10,222,400
10,358,755
10,326,539
10,169,310
10,369,569
10,160,204
10,216,338
10,369,616
10,314,544
10,341,560
10,200,373
10,162,269
10,61,124
10,370,903
10,192,349
10,375,714
10,415,874
10,118,214
10,67,107
10,416,692
10,99,148
10,212,332
10,151,288
10,208,351
10,122,174
10,111,197
10,147,217
10,256,520
10,470,898
10,267,475
10,98,153
10,777,1809
10,525,872
10,96,140
10,181,318
10,116,226
10,143,231
10,280,529
10,238,488
10,311,579
10,25,44
10,1690,3114
10,274,484
10,602,1115
10,382,822
10,96,132
10,553,1206
10,207,354
10,29,40
10,468,972
10,208,377
10,298,570
10,442,746
10,22,31
10,305,628
10,350,835
10,177,286
10,149,297
10,143,183
10,555,1092
10,289,497
10,48,82
10,598,1239
10,81,148
10,494,829
10,774,1542
10,228,423
10,117,265
10,91,131
10,287,545
10,0,0
10,169,307
10,356,628
10,89,188
10,513,1126
10,54,81
10,0,0
10,590,1299
10,74,123
10,133,196
10,0,0
10,86,151
9,79,130
9,110,166
9,144,203
9,75,120
9,34,56
9,52,77
9,206,394
9,39,69
9,56,95
9,661,1379
9,442,682
9,955,2138
9,260,479
9,156,321
9,334,503
9,137,197
9,151,232
9,189,326
9,47,63
9,499,714
9,106,210
9,160,263
9,777,1554
9,82,130
9,39,47
9,692,1708
9,214,397
9,173,289
9,50,65
9,42,71
9,0,0
9,108,198
9,353,729
9,197,362
9,49,85
9,261,393
9,618,1132
9,209,405
9,71,99
9,214,448
9,140,237
9,247,461
9,216,401
9,0,0
9,263,450
9,475,898
9,158,211
9,54,70
9,51,76
9,516,1110
9,39,56
9,99,126
9,418,710
9,84,147
9,213,419
9,549,942
9,37,64
9,57,88
9,102,196
9,259,455
9,175,316
9,77,145
9,50,102
9,181,292
9,205,352
9,21,51
9,127,252
9,264,528
9,263,476
9,238,412
9,146,223
9,35,57
9,185,278
9,43,53
9,410,871
9,56,99
9,273,562
9,276,557
9,108,190
9,51,92
9,725,1483
9,127,190
9,255,521
9,303,548
9,52,82
9,300,550
9,467,923
9,205,381
9,371,660
9,30,63
9,0,0
9,226,325
9,0,0
9,317,513
9,179,234
9,190,399
9,216,358
9,412,778
9,269,523
9,620,1265
9,331,698
9,92,143
9,235,308
9,155,371
9,223,451
9,281,512
9,47,95
9,23,46
9,569,1150
9,66,86
9,201,304
9,372,670
9,476,804
9,352,802
9,100,162
9,258,382
9,82,139
9,309,550
9,436,718
9,176,237
9,561,1157
9,62,105
9,61,67
9,316,596
9,105,163
9,665,1067
9,341,577
9,263,524
9,182,281
9,44,99
9,235,410
9,112,188
9,66,96
9,603,807
9,392,545
9,510,931
9,47,60
9,83,123
9,76,104
9,165,268
9,636,1311
9,129,232
9,141,226
9,104,157
9,353,643
9,27,40
9,430,826
9,104,178
9,125,222
9,29,41
9,74,115
9,269,479
9,53,75
9,0,0
9,229,437
9,0,0
9,37,55
9,69,83
9,37,57
9,49,90
9,37,56
9,90,113
9,203,342
9,0,0
9,344,790
9,59,114
9,162,261
9,216,517
9,574,1030
9,70,103
9,180,277
9,108,201
9,68,111
9,119,198
9,194,308
9,364,628
9,142,236
9,568,1099
9,370,814
9,613,1219
9,242,403
9,115,238
9,74,103
9,604,1219
9,25,38
9,51,78
9,127,234
9,212,314
9,197,294
9,111,161
9,125,217
9,163,270
9,134,215
9,182,319
9,41,72
9,73,141
9,708,1394
9,275,469
9,318,517
9,281,508
9,0,0
9,178,279
9,48,85
9,540,979
9,370,578
9,148,236
9,107,180
9,377,705
9,49,75
9,406,753
9,166,288
9,56,88
9,57,93
9,1165,2653
9,0,0
9,280,564
9,250,376
9,25,46
9,171,250
9,97,175
9,229,380
9,73,111
9,457,1258
9,200,330
9,185,347
9,92,147
9,166,220
9,272,470
9,124,220
9,364,670
9,168,293
9,66,108
9,209,424
9,340,546
9,49,70
9,163,238
9,145,276
9,535,1107
9,376,777
9,406,779
9,249,435
9,417,749
9,94,152
9,143,244
9,154,308
9,258,485
9,87,184
9,808,1537
9,454,1100
9,51,86
9,180,427
9,82,104
9,390,739
9,105,173
9,168,283
9,947,1792
9,494,975
9,0,0
9,204,341
9,84,148
9,86,103
9,228,380
9,101,183
9,107,198
9,600,1077
9,203,333
9,162,293
9,192,275
9,245,455
9,640,1397
9,117,189
9,386,896
9,59,110
9,41,68
9,140,230
9,32,44
9,93,170
9,206,340
9,101,148
9,120,170
9,637,1116
9,559,1100
9,74,97
9,555,1121
9,335,715
9,403,909
9,170,258
9,113,154
9,225,324
9,101,127
9,155,261
9,373,661
9,280,587
9,308,589
9,34,41
9,117,260
9,477,812
9,53,78
9,363,628
9,105,173
9,136,228
9,92,180
9,159,297
9,148,268
9,347,652
9,200,354
9,88,118
9,96,144
9,279,419
9,148,239
9,96,118
9,102,149
9,413,955
9,137,171
9,58,100
9,46,60
9,58,76
9,73,86
9,66,117
9,135,227
9,798,1678
9,186,298
9,549,1023
9,30,45
9,25,43
9,94,172
9,488,809
9,170,303
9,460,961
9,273,509
9,597,1371
9,79,108
9,1029,2073
9,392,792
9,0,0
9,155,229
9,428,809
9,939,2105
9,219,442
9,161,222
9,172,367
9,461,838
9,39,63
9,199,299
9,141,216
9,731,1555
9,49,71
9,166,251
9,627,1322
9,475,790
9,797,1765
9,724,922
9,119,185
9,60,97
9,159,275
9,51,59
9,54,82
9,156,299
9,58,98
9,27,39
9,230,340
9,479,761
9,114,193
9,651,1315
9,0,0
9,67,130
9,296,490
9,235,364
9,45,70
9,211,352
9,377,600
9,285,519
9,284,548
9,74,120
9,255,406
9,137,242
9,114,202
9,287,413
9,441,726
9,318,587
9,0,0
9,55,89
9,34,51
9,91,204
9,155,279
9,105,147
8,451,1005
8,267,421
8,143,190
8,223,453
8,154,228
8,39,66
8,297,571
8,130,214
8,57,86
8,203,293
8,95,155
8,61,96
8,48,51
8,78,120
8,316,651
8,76,121
8,287,644
8,52,66
8,146,249
8,325,596
8,225,366
8,78,134
8,490,1177
8,24,46
8,231,483
8,98,197
8,234,388
8,195,328
8,390,842
8,372,661
8,271,691
8,0,0
8,80,127
8,456,924
8,544,1131
8,103,152
8,200,363
8,0,0
8,54,103
8,148,263
8,24,41
8,60,98
8,227,408
8,94,125
8,26,32
8,0,0
8,111,186
8,234,365
8,343,582
8,0,0
8,158,260
8,335,714
8,419,730
8,278,462
8,369,761
8,572,966
8,21,35
8,130,169
8,205,312
8,41,82
8,190,372
8,0,0
8,308,569
8,215,355
8,133,240
8,441,791
8,47,77
8,335,589
8,468,879
8,533,1121
8,378,552
8,363,792
8,94,129
8,0,0
8,118,197
8,170,265
8,233,417
8,49,67
8,114,211
8,91,128
8,0,0
8,108,150
8,86,140
8,132,223
8,113,178
8,234,396
8,0,0
8,343,660
8,85,169
8,1117,2295
8,592,987
8,107,216
8,52,89
8,47,71
8,91,135
8,317,592
8,275,454
8,0,0
8,105,147
8,0,0
8,21,29
8,82,109
8,0,0
8,210,388
8,292,520
8,269,572
8,124,234
8,254,437
8,377,977
8,194,359
8,446,747
8,250,467
8,52,77
8,121,206
8,207,341
8,122,199
8,89,126
8,0,0
8,48,83
8,277,577
8,143,268
8,232,384
8,0,0
8,258,422
8,0,0
8,98,135
8,104,177
8,102,131
8,99,154
8,57,90
8,94,151
8,75,151
8,166,244
8,110,184
8,780,1504
8,204,400
8,65,123
8,79,120
8,102,199
8,273,475
8,105,225
8,227,360
8,150,204
8,229,412
8,82,128
8,260,459
8,59,94
8,525,1136
8,38,52
8,322,581
8,58,107
8,127,172
8,0,0
8,128,211
8,123,311
8,77,130
8,304,577
8,93,177
8,148,230
8,126,203
8,0,0
8,187,331
8,51,66
8,35,47
8,262,485
8,1161,2250
8,595,1270
8,0,0
8,661,1469
8,680,1269
8,144,236
8,0,0
8,24,30
8,488,965
8,37,45
8,79,146
8,67,145
8,159,201
8,226,402
8,92,167
8,409,700
8,202,337
8,0,0
8,331,580
8,1310,2838
8,240,526
8,67,94
8,374,712
8,91,126
8,114,189
8,0,0
8,459,829
8,107,174
8,138,212
8,44,61
8,28,44
8,556,1103
8,69,84
8,0,0
8,147,380
8,296,523
8,157,279
8,72,132
8,120,208
8,369,698
8,364,664
8,46,95
8,44,76
8,91,130
8,157,190
8,86,152
8,499,930
8,0,0
8,0,0
8,242,494
8,360,845
8,44,70
8,509,959
8,26,40
8,264,464
8,31,47
8,439,793
8,56,106
8,48,72
8,177,284
8,267,530
8,590,978
8,141,215
8,21,30
8,167,283
8,165,303
8,86,157
8,44,64
8,284,535
8,92,158
8,205,424
8,374,683
8,61,103
8,142,268
8,334,585
8,166,292
8,45,73
8,147,288
8,303,672
8,33,62
8,372,691
8,104,191
8,50,68
8,71,107
8,136,216
8,95,165
8,421,684
8,42,52
8,553,1104
8,523,1003
8,137,221
8,121,185
8,238,413
8,210,359
8,145,257
8,40,50
8,103,151
8,53,79
8,755,1373
8,438,1078
8,116,210
8,158,291
8,21,28
8,368,774
8,124,309
8,0,0
8,100,158
8,43,78
8,77,139
8,115,204
8,98,172
8,399,841
8,25,44
8,36,65
8,66,146
8,499,883
8,85,108
8,282,494
8,42,62
8,110,163
8,264,391
8,279,553
8,0,0
8,86,143
8,266,410
8,227,419
8,361,696
8,99,204
8,120,275
8,65,98
8,202,386
8,0,0
8,322,564
8,179,303
8,66,117
8,371,598
8,162,294
8,68,110
8,55,107
8,54,86
8,30,47
8,452,912
8,505,1017
8,20,32
8,51,59
8,162,225
8,528,852
8,0,0
8,269,480
8,414,855
8,27,39
8,28,56
8,0,0
8,0,0
8,88,198
8,0,0
8,286,595
8,141,176
8,78,88
8,233,492
8,214,428
8,0,0
8,56,118
8,54,87
8,230,346
8,426,810
8,132,199
8,61,147
8,85,149
8,463,809
8,321,668
8,35,66
8,33,49
8,47,68
8,74,98
8,274,449
8,0,0
8,49,79
8,144,255
8,506,1100
8,156,279
8,257,363
8,97,145
8,41,62
8,224,306
8,330,677
8,0,0
8,283,438
8,32,38
8,136,217
8,61,99
8,240,405
8,110,221
8,894,2215
8,334,661
8,228,381
8,117,175
8,95,129
8,347,738
8,405,749
8,60,94
8,25,32
8,205,338
8,0,0
8,0,0
8,178,326
8,240,416
8,513,947
8,623,1577
8,92,187
8,1210,2715
8,84,120
8,114,160
8,30,35
8,177,275
8,82,102
8,0,0
8,239,381
8,700,1405
8,168,241
8,133,163
8,292,646
8,433,809
8,163,239
8,727,1765
8,290,580
8,30,73
8,167,285
8,255,421
8,50,72
8,311,643
8,102,135
8,0,0
8,61,113
8,108,174
8,218,377
8,20,32
8,40,60
8,0,0
8,190,285
8,116,187
8,0,0
8,94,141
8,50,59
8,228,320
8,85,122
8,106,143
8,238,458
8,54,73
8,27,52
8,59,90
8,221,386
8,112,209
8,303,542
8,180,257
8,408,839
8,135,259
8,134,217
8,274,505
8,53,83
8,117,227
8,232,359
8,234,441
8,20,48
8,263,477
8,237,433
8,50,57
8,115,173
8,41,63
8,0,0
8,48,99
8,59,95
8,132,169
8,190,276
8,0,0
8,0,0
8,50,72
8,139,219
8,258,473
8,238,450
8,65,111
8,428,815
8,88,151
8,34,57
8,266,594
8,54,76
8,207,283
8,288,473
8,456,775
8,663,1427
8,95,127
8,311,668
8,0,0
8,140,278
8,330,640
8,85,105
8,274,582
8,291,537
8,0,0
8,347,632
8,128,244
8,0,0
8,35,54
8,120,177
8,171,339
8,556,1248
8,69,109
8,258,467
8,57,84
8,79,82
8,68,83
8,97,136
8,210,326
8,123,178
8,286,602
8,130,206
8,101,193
8,86,147
8,60,118
8,106,267
8,62,67
8,66,116
8,30,46
8,653,1242
8,257,490
8,60,105
8,187,360
8,37,44
8,117,197
8,329,702
8,90,100
8,54,87
8,0,0
8,351,617
8,90,140
8,88,143
8,48,80
8,129,195
8,355,844
8,115,174
8,195,367
8,125,138
8,569,1203
8,145,296
8,23,31
8,275,518
8,22,28
8,113,180
8,45,73
8,47,82
8,306,616
8,216,415
8,206,537
8,49,63
8,287,627
8,196,350
8,206,335
8,399,842
8,356,672
8,153,252
8,871,2030
8,0,0
8,131,290
8,48,60
7,62,109
7,117,219
7,378,743
7,93,180
7,136,222
7,63,122
7,177,275
7,126,228
7,188,450
7,0,0
7,176,279
7,377,728
7,494,1195
7,0,0
7,748,1497
7,109,190
7,126,148
7,71,109
7,236,502
7,146,263
7,117,203
7,228,424
7,115,222
7,96,199
7,130,245
7,208,357
7,0,0
7,201,465
7,67,74
7,68,107
7,170,300
7,201,401
7,44,47
7,187,351
7,475,1026
7,245,529
7,24,43
7,163,203
7,290,547
7,100,201
7,96,171
7,300,536
7,0,0
7,86,141
7,180,426
7,37,42
7,23,32
7,783,1478
7,229,349
7,43,49
7,49,86
7,498,1002
7,0,0
7,69,124
7,629,1205
7,26,31
7,198,394
7,63,86
7,69,79
7,157,275
7,254,422
7,250,478
7,248,538
7,90,147
7,29,47
7,69,80
7,403,899
7,0,0
7,68,126
7,101,170
7,0,0
7,44,85
7,28,46
7,425,803
7,25,40
7,60,130
7,42,75
7,387,672
7,210,424
7,239,420
7,723,1419
7,34,42
7,75,126
7,519,1106
7,50,88
7,292,518
7,102,163
7,89,159
7,237,346
7,181,311
7,327,604
7,33,55
7,80,151
7,273,585
7,49,75
7,180,286
7,98,142
7,358,644
7,139,312
7,52,69
7,35,53
7,36,46
7,117,144
7,291,547
7,0,0
7,274,568
7,52,81
7,112,191
7,100,133
7,255,477
7,79,126
7,109,221
7,180,369
7,207,319
7,221,418
7,0,0
7,74,103
7,451,947
7,96,114
7,28,40
7,102,157
7,316,543
7,49,80
7,0,0
7,101,157
7,23,33
7,303,522
7,20,30
7,77,100
7,225,411
7,275,447
7,98,161
7,40,68
7,149,218
7,135,243
7,87,131
7,88,112
7,147,249
7,0,0
7,98,191
7,29,42
7,0,0
7,22,29
7,32,64
7,36,54
7,241,408
7,167,278
7,0,0
7,0,0
7,80,138
7,204,381
7,492,968
7,241,491
7,326,747
7,271,586
7,57,91
7,64,100
7,41,56
7,55,93
7,465,898
7,42,68
7,77,132
7,71,113
7,272,513
7,108,156
7,102,191
7,125,233
7,517,1011
7,351,850
7,114,165
7,242,423
7,48,87
7,48,82
7,177,310
7,95,200
7,133,288
7,77,146
7,89,157
7,476,1009
7,534,954
7,64,102
7,161,286
7,338,708
7,92,141
7,51,111
7,126,211
7,194,376
7,138,246
7,88,140
7,89,262
7,148,235
7,225,380
7,295,518
7,104,152
7,197,279
7,94,206
7,0,0
7,65,120
7,288,492
7,41,93
7,173,427
7,142,297
7,0,0
7,124,148
7,105,184
7,300,510
7,112,184
7,239,523
7,320,624
7,467,792
7,104,135
7,211,405
7,56,107
