twitter15,IRS15
40,1469
40,409
40,291
40,124
40,1667
40,702
40,2088
40,192
40,258
40,1651
40,200
39,3275
39,1090
39,345
39,1065
39,1250
39,1946
39,1041
39,2512
38,1333
38,138
38,811
38,1009
38,1286
38,306
38,232
38,789
38,338
38,198
38,810
38,584
38,277
38,1679
38,1506
38,363
37,798
37,606
37,519
37,1532
37,171
37,564
37,124
37,884
37,70
37,746
36,1001
36,1411
36,1674
36,485
36,1384
36,1733
36,359
36,649
36,217
36,585
36,804
36,2083
36,116
36,1966
36,1387
36,1220
36,1321
36,210
36,247
36,951
36,277
35,0
35,2408
35,678
35,616
35,1023
35,1149
35,252
35,532
35,131
35,400
35,22
35,625
35,1617
34,473
34,537
34,1436
34,1214
34,361
34,290
34,192
34,549
34,1004
34,936
34,137
34,332
34,127
34,183
34,451
34,360
34,229
34,399
34,1023
34,430
34,1247
34,1021
33,63
33,405
33,951
33,287
33,392
33,613
33,1311
33,629
33,929
33,696
33,819
33,459
33,629
33,71
33,95
33,768
33,875
33,272
33,375
33,452
33,1046
33,1226
33,418
33,2670
33,226
33,1205
33,264
33,359
33,310
33,1850
33,1734
32,1008
32,339
32,95
32,471
32,405
32,0
32,1211
32,165
32,238
32,416
32,1358
32,286
32,124
32,872
32,895
32,853
32,322
32,582
32,1507
32,95
32,1786
32,913
32,1935
31,302
31,502
31,1560
31,809
31,262
31,415
31,1440
31,211
31,743
31,1259
31,261
31,564
31,295
31,335
31,3074
31,92
31,500
31,411
31,333
31,316
31,863
31,387
31,352
31,218
31,1569
31,422
31,445
31,26
31,487
31,465
31,230
31,251
31,385
30,281
30,841
30,153
30,225
30,897
30,898
30,539
30,676
30,289
30,1084
30,1383
30,209
30,419
30,212
30,1594
30,1189
30,319
30,447
30,1438
30,173
30,2059
30,346
30,1055
30,1513
30,653
30,1151
30,1620
30,833
30,281
30,250
29,279
29,271
29,1229
29,425
29,658
29,1055
29,1332
29,535
29,220
29,583
29,410
29,642
29,544
29,603
29,724
29,531
29,2004
29,524
29,398
29,267
29,130
29,1134
29,873
29,466
29,150
29,493
29,707
28,192
28,102
28,659
28,636
28,65
28,211
28,85
28,345
28,682
28,396
28,832
28,973
28,643
28,1476
28,582
28,185
28,1000
28,193
28,831
28,2245
28,111
28,1373
28,725
28,21
28,253
28,489
28,190
28,1033
28,623
28,342
28,1614
28,311
27,665
27,217
27,179
27,1202
27,886
27,1284
27,1113
27,159
27,209
27,1148
27,1395
27,564
27,678
27,320
27,1234
27,94
27,101
27,566
27,886
27,1307
27,452
27,80
27,132
27,739
27,1116
27,800
27,597
27,568
27,296
27,892
27,1090
27,1560
27,185
27,154
27,215
27,731
27,256
27,450
27,761
27,137
27,1147
27,861
27,635
27,2350
26,376
26,1018
26,117
26,439
26,635
26,354
26,1451
26,2135
26,495
26,562
26,166
26,1835
26,1133
26,264
26,714
26,334
26,786
26,467
26,1168
26,1035
26,926
26,427
26,878
26,26
26,1431
26,600
26,788
26,0
26,269
26,355
26,1614
26,324
26,1442
26,302
26,434
26,114
26,107
26,289
26,194
26,625
26,1225
26,2512
26,57
26,113
26,312
26,523
26,340
25,1892
25,332
25,54
25,636
25,498
25,431
25,698
25,669
25,259
25,58
25,222
25,84
25,402
25,484
25,498
25,286
25,537
25,178
25,1446
25,418
25,394
25,87
25,129
25,1332
25,693
25,1058
25,523
25,309
25,258
25,1773
25,644
25,506
25,1799
25,740
25,1952
25,53
25,1178
25,161
25,1057
25,79
25,1123
25,1589
24,94
24,408
24,1325
24,306
24,789
24,965
24,220
24,424
24,549
24,87
24,747
24,215
24,383
24,310
24,818
24,175
24,424
24,175
24,101
24,516
24,550
24,151
24,660
24,445
24,85
24,691
24,157
24,324
24,112
24,732
24,656
24,728
24,754
24,121
24,301
24,288
24,396
23,82
23,226
23,56
23,631
23,362
23,1396
23,30
23,1525
23,41
23,298
23,365
23,423
23,142
23,557
23,606
23,165
23,482
23,1950
23,98
23,361
23,1009
23,852
23,1019
23,198
23,862
23,600
23,69
23,75
23,184
23,892
23,826
23,218
23,128
23,84
23,702
23,83
23,308
23,472
23,268
23,327
23,164
23,86
23,937
22,402
22,235
22,1105
22,1116
22,121
22,941
22,140
22,440
22,551
22,1591
22,362
22,140
22,1408
22,1191
22,606
22,87
22,431
22,47
22,346
22,693
22,161
22,1316
22,443
22,1350
22,162
22,30
22,1235
22,207
22,512
22,536
22,1245
22,974
22,763
22,70
22,122
22,149
22,231
22,310
22,66
22,193
22,857
22,126
22,144
22,469
22,623
22,760
22,670
22,49
22,913
22,1137
22,127
21,111
21,24
21,716
21,217
21,66
21,474
21,452
21,532
21,221
21,1979
21,191
21,471
21,913
21,40
21,90
21,37
21,882
21,692
21,361
21,2105
21,51
21,163
21,109
21,73
21,120
21,153
21,342
21,1100
21,346
21,64
21,39
21,107
21,571
21,349
21,830
21,554
21,202
21,773
21,91
21,39
21,142
21,371
21,168
21,86
21,163
21,1470
21,146
21,226
21,488
21,218
21,172
21,636
21,540
21,73
20,161
20,265
20,182
20,221
20,335
20,246
20,553
20,606
20,131
20,1189
20,467
20,380
20,61
20,123
20,388
20,1020
20,499
20,741
20,45
20,996
20,160
20,61
20,111
20,0
20,838
20,218
20,1293
20,297
20,1105
20,239
20,140
20,501
20,1334
20,189
20,0
20,24
20,257
20,287
20,1415
20,500
20,388
20,251
20,232
20,195
20,52
20,632
20,524
20,90
20,423
20,372
20,212
20,199
20,320
20,220
20,212
20,663
20,953
20,158
20,197
20,516
20,471
20,402
20,267
20,838
20,1272
20,293
20,262
20,524
20,147
20,2139
20,0
20,205
20,679
20,238
20,48
20,315
19,188
19,499
19,658
19,847
19,111
19,39
19,192
19,293
19,201
19,308
19,799
19,273
19,165
19,135
19,283
19,197
19,134
19,1118
19,155
19,94
19,341
19,52
19,122
19,89
19,2157
19,916
19,131
19,827
19,957
19,1113
19,453
19,1637
19,345
19,118
19,289
19,871
19,457
19,245
19,188
19,451
19,63
19,110
19,142
19,256
19,80
19,213
19,1522
19,370
19,961
19,448
19,886
19,240
19,342
19,637
19,1782
19,245
19,104
19,116
19,238
19,260
19,1055
19,201
19,0
19,49
19,1114
19,183
19,856
19,439
19,208
19,145
19,227
19,939
19,78
19,87
19,0
19,24
19,159
19,128
19,810
19,972
19,22
19,444
19,628
18,44
18,345
18,645
18,51
18,104
18,102
18,1164
18,198
18,703
18,784
18,343
18,553
18,86
18,153
18,668
18,546
18,739
18,2004
18,183
18,1522
18,83
18,105
18,449
18,118
18,387
18,1709
18,91
18,272
18,293
18,664
18,204
18,243
18,1198
18,314
18,265
18,78
18,1125
18,147
18,740
18,0
18,942
18,95
18,493
18,141
18,1427
18,727
18,340
18,303
18,416
18,1286
18,665
18,302
18,838
18,594
18,207
18,0
18,337
18,165
18,1206
18,222
18,21
18,63
18,170
18,308
18,493
18,1204
18,342
18,61
18,469
18,338
18,281
18,743
18,527
18,264
18,495
18,108
18,358
18,246
18,163
18,101
18,147
18,847
18,121
17,844
17,1388
17,243
17,545
17,155
17,183
17,836
17,361
17,63
17,265
17,131
17,185
17,364
17,598
17,177
17,226
17,90
17,94
17,124
17,92
17,2566
17,147
17,321
17,111
17,1800
17,947
17,49
17,53
17,1069
17,509
17,367
17,30
17,1613
17,551
17,775
17,581
17,1749
17,335
17,771
17,219
17,160
17,284
17,1455
17,104
17,183
17,135
17,1497
17,1271
17,150
17,381
17,922
17,0
17,1107
17,305
17,53
17,328
17,128
17,334
17,627
17,532
17,106
17,108
17,500
17,541
17,35
17,702
17,607
17,110
17,408
17,185
17,195
17,310
17,59
17,135
17,114
17,312
17,499
17,69
17,1112
17,1460
17,84
17,295
17,272
17,790
17,1546
17,605
16,307
16,681
16,427
16,301
16,183
16,66
16,1185
16,157
16,37
16,152
16,63
16,240
16,134
16,324
16,256
16,108
16,368
16,467
16,248
16,157
16,623
16,105
16,264
16,20
16,43
16,561
16,160
16,516
16,172
16,210
16,64
16,285
16,506
16,335
16,205
16,57
16,154
16,198
16,21
16,155
16,165
16,585
16,576
16,380
16,902
16,159
16,0
16,208
16,996
16,104
16,247
16,286
16,147
16,0
16,219
16,435
16,519
16,472
16,173
16,297
16,0
16,946
16,0
16,70
16,198
16,182
16,297
16,407
16,278
16,422
16,1090
16,710
16,438
16,157
16,239
16,119
16,934
16,2072
16,250
16,566
16,625
16,653
16,322
16,193
16,608
16,320
15,518
15,627
15,1307
15,440
15,80
15,111
15,171
15,236
15,33
15,598
15,593
15,216
15,644
15,459
15,588
15,142
15,136
15,401
15,187
15,32
15,176
15,483
15,245
15,727
15,114
15,158
15,204
15,184
15,196
15,1027
15,385
15,236
15,137
15,399
15,373
15,1743
15,786
15,478
15,426
15,594
15,100
15,189
15,193
15,64
15,1735
15,204
15,423
15,320
15,130
15,780
15,119
15,42
15,221
15,220
15,353
15,630
15,1040
15,277
15,219
15,108
15,362
15,155
15,141
15,427
15,260
15,257
15,143
15,162
15,457
15,282
15,216
15,173
15,503
15,395
15,604
15,443
15,47
15,166
15,78
15,23
15,1066
15,185
15,39
15,1513
15,369
15,43
15,1032
15,82
15,171
15,280
15,476
15,226
15,363
15,1322
15,158
15,331
15,186
15,261
15,269
15,247
15,227
15,492
15,489
15,371
15,582
15,360
14,344
14,662
14,133
14,223
14,228
14,101
14,300
14,846
14,397
14,80
14,305
14,378
14,227
14,165
14,208
14,583
14,100
14,124
14,100
14,241
14,668
14,39
14,87
14,154
14,591
14,904
14,26
14,257
14,0
14,86
14,0
14,69
14,678
14,1219
14,748
14,175
14,47
14,52
14,101
14,96
14,224
14,208
14,232
14,381
14,391
14,74
14,497
14,213
14,455
14,497
14,134
14,526
14,575
14,254
14,421
14,237
14,369
14,164
14,99
14,73
14,377
14,69
14,452
14,148
14,75
14,827
14,321
14,188
14,217
14,37
14,239
14,178
14,637
14,159
14,634
14,165
14,315
14,220
14,243
14,971
14,140
14,160
14,3083
14,133
14,227
14,90
14,138
14,179
14,581
14,206
14,903
14,576
14,685
14,99
14,117
14,462
14,26
14,72
14,290
14,468
14,58
14,30
14,446
14,135
14,384
14,95
14,134
14,201
14,426
14,0
14,188
14,2197
14,115
14,38
14,555
14,284
14,133
14,270
14,67
14,188
14,261
14,289
14,53
14,312
14,55
14,0
14,124
14,231
14,509
14,388
14,193
14,345
14,576
14,111
14,348
14,45
14,1313
14,65
13,23
13,404
13,122
13,332
13,904
13,72
13,602
13,1083
13,352
13,216
13,75
13,238
13,0
13,110
13,100
13,179
13,95
13,229
13,265
13,153
13,463
13,143
13,717
13,120
13,54
13,368
13,717
13,710
13,132
13,109
13,106
13,327
13,774
13,307
13,243
13,124
13,62
13,23
13,160
13,197
13,75
13,57
13,279
13,353
13,151
13,463
13,377
13,81
13,585
13,1411
13,616
13,198
13,768
13,376
13,134
13,222
13,1271
13,182
13,82
13,40
13,1002
13,42
13,204
13,593
13,102
13,474
13,43
13,1411
13,523
13,45
13,290
13,86
13,375
13,118
13,260
13,74
13,768
13,33
13,254
13,622
13,0
13,75
13,149
13,356
13,60
13,160
13,241
13,29
13,60
13,239
13,110
13,306
13,945
13,301
13,71
13,769
13,274
13,561
13,314
13,975
13,38
13,147
13,606
13,183
13,44
13,1222
13,254
13,80
13,216
13,78
13,116
13,242
13,204
13,452
13,37
13,410
13,996
13,62
13,271
13,542
13,383
13,265
13,172
13,126
13,345
13,461
13,102
13,163
13,207
13,123
13,204
13,501
13,350
13,252
13,117
13,426
13,438
13,44
13,335
13,439
13,54
13,875
13,327
13,156
13,233
13,366
13,118
13,388
13,436
13,118
13,403
13,38
13,45
13,285
13,283
13,184
12,442
12,39
12,143
12,0
12,888
12,121
12,169
12,42
12,50
12,167
12,645
12,121
12,130
12,711
12,424
12,67
12,250
12,29
12,114
12,187
12,152
12,66
12,443
12,46
12,166
12,55
12,376
12,0
12,78
12,20
12,187
12,305
12,140
12,41
12,132
12,293
12,25
12,609
12,92
12,278
12,71
12,367
12,541
12,69
12,241
12,137
12,197
12,410
12,88
12,103
12,410
12,171
12,836
12,49
12,123
12,210
12,84
12,126
12,0
12,278
12,320
12,145
12,100
12,40
12,494
12,418
12,394
12,119
12,135
12,579
12,376
12,193
12,176
12,153
12,493
12,214
12,184
12,500
12,143
12,59
12,244
12,76
12,34
12,85
12,492
12,737
12,183
12,146
12,394
12,412
12,532
12,79
12,203
12,93
12,174
12,0
12,42
12,343
12,46
12,132
12,99
12,296
12,56
12,294
12,161
12,550
12,55
12,593
12,95
12,376
12,590
12,163
12,370
12,135
12,212
12,581
12,77
12,284
12,457
12,237
12,135
12,68
12,87
12,201
12,92
12,428
12,219
12,68
12,175
12,552
12,0
12,548
12,638
12,296
12,149
12,41
12,0
12,48
12,168
12,350
12,35
12,68
12,145
12,133
12,392
12,410
12,121
12,594
12,337
12,411
12,562
12,110
12,288
12,362
12,40
12,670
12,275
12,45
12,205
12,0
12,548
12,324
12,413
12,35
12,951
12,170
12,699
12,222
12,29
12,173
12,652
12,89
12,453
12,261
12,143
12,1106
12,122
12,102
12,77
12,346
12,355
12,943
12,221
12,374
12,70
12,66
12,90
12,174
12,0
11,54
11,771
11,132
11,139
11,102
11,94
11,67
11,371
11,917
11,53
11,520
11,406
11,552
11,59
11,80
11,163
11,166
11,132
11,139
11,284
11,91
11,251
11,188
11,0
11,94
11,353
11,1118
11,111
11,243
11,123
11,271
11,98
11,67
11,221
11,551
11,43
11,94
11,726
11,191
11,285
11,83
11,177
11,250
11,556
11,547
11,68
11,221
11,127
11,173
11,224
11,0
11,254
11,91
11,252
11,196
11,0
11,126
11,80
11,236
11,222
11,229
11,0
11,1128
11,414
11,289
11,190
11,269
11,204
11,128
11,0
11,38
11,151
11,59
11,160
11,141
11,451
11,22
11,54
11,549
11,243
11,48
11,91
11,318
11,83
11,245
11,110
11,588
11,144
11,269
11,363
11,693
11,38
11,287
11,110
11,267
11,27
11,129
11,300
11,253
11,149
11,360
11,342
11,529
11,231
11,1307
11,44
11,21
11,548
11,134
11,123
11,162
11,87
11,0
11,551
11,0
11,506
11,33
11,112
11,0
11,839
11,289
11,230
11,47
11,115
11,119
11,745
11,597
11,89
11,554
11,72
11,364
11,221
11,146
11,399
11,816
11,43
11,711
11,424
11,977
11,41
11,0
11,33
11,225
11,516
11,395
11,834
11,948
11,25
11,138
11,509
11,0
11,928
11,149
11,112
11,0
11,245
11,83
11,401
11,53
11,135
11,139
11,103
11,1009
11,155
11,59
11,86
11,136
11,229
11,310
11,110
11,768
11,0
11,298
11,63
11,120
11,224
11,61
11,193
11,853
11,222
11,76
11,604
11,0
11,415
11,564
11,114
11,384
11,132
11,947
11,381
11,301
11,0
11,81
11,319
11,256
11,105
11,148
11,148
11,628
11,45
11,23
11,57
11,107
11,79
11,269
11,179
11,100
11,52
11,0
11,542
11,0
10,101
10,73
10,0
10,59
10,378
10,128
10,38
10,179
10,26
10,110
10,310
10,236
10,301
10,195
10,641
10,155
10,343
10,220
10,77
10,335
10,219
10,222
10,191
10,401
10,117
10,116
10,118
10,34
10,197
10,80
10,171
10,0
10,52
10,48
10,70
10,172
10,76
10,0
10,149
10,0
10,176
10,575
10,263
10,111
10,29
10,80
10,599
10,87
10,0
10,293
10,231
10,64
10,82
10,218
10,496
10,720
10,320
10,399
10,109
10,133
10,208
10,203
10,786
10,257
10,82
10,79
10,73
10,0
10,423
10,146
10,80
10,135
10,610
10,170
10,378
10,317
10,231
10,236
10,51
10,441
10,217
10,126
10,1234
10,421
10,36
10,175
10,94
10,505
10,217
10,91
10,157
10,311
10,299
10,37
10,1122
10,76
10,0
10,213
10,567
10,218
10,59
10,126
10,306
10,151
10,66
10,199
10,0
10,228
10,84
10,188
10,112
10,52
10,0
10,113
10,72
10,91
10,319
10,121
10,51
10,39
10,120
10,198
10,58
10,51
10,790
10,28
10,151
10,262
10,417
10,568
10,254
10,163
10,54
10,36
10,187
10,404
10,280
10,55
10,263
10,298
10,492
10,626
10,530
10,224
10,338
10,101
10,75
10,183
10,542
10,253
10,104
10,92
10,144
10,833
10,101
10,391
10,139
10,346
10,184
10,158
10,110
10,93
10,394
10,125
10,325
10,190
10,139
10,0
10,30
10,217
10,43
10,65
10,47
10,184
10,259
10,675
10,47
10,172
10,370
10,207
10,20
10,127
10,145
10,673
10,110
10,344
10,141
10,106
10,1092
10,174
10,202
10,217
10,155
10,208
10,322
10,32
10,67
10,470
10,79
10,95
10,27
10,207
10,42
10,145
10,74
10,81
10,129
10,0
10,348
10,56
10,92
10,615
10,248
10,356
10,339
10,80
10,288
10,83
10,479
10,347
10,146
10,542
10,193
10,49
10,134
10,76
10,321
10,560
10,140
10,69
10,259
10,27
10,245
10,20
10,115
10,0
10,150
10,116
10,0
10,71
10,0
10,323
10,325
10,156
10,58
10,0
10,71
10,23
10,0
10,269
10,860
10,143
10,220
10,360
10,162
10,47
10,317
10,97
10,156
10,254
10,254
10,362
9,514
9,473
9,52
9,487
9,270
9,147
9,25
9,33
9,337
9,210
9,44
9,120
9,257
9,24
9,361
9,704
9,150
9,0
9,76
9,142
9,0
9,89
9,479
9,154
9,464
9,541
9,32
9,39
9,38
9,97
9,213
9,111
9,78
9,331
9,397
9,502
9,378
9,331
9,57
9,108
9,183
9,183
9,102
9,0
9,550
9,50
9,67
9,83
9,86
9,49
9,165
9,598
9,140
9,52
9,227
9,205
9,73
9,101
9,148
9,107
9,453
9,310
9,21
9,443
9,605
9,0
9,291
9,68
9,162
9,220
9,25
9,28
9,180
9,32
9,0
9,108
9,297
9,132
9,32
9,367
9,206
9,121
9,83
9,117
9,307
9,25
9,0
9,125
9,233
9,322
9,104
9,170
9,55
9,246
9,22
9,225
9,77
9,194
9,530
9,352
9,344
9,27
9,697
9,0
9,982
9,454
9,68
9,859
9,579
9,400
9,215
9,473
9,100
9,68
9,0
9,161
9,0
9,341
9,22
9,77
9,60
9,75
9,77
9,127
9,55
9,429
9,202
9,467
9,657
9,46
9,48
9,36
9,109
9,504
9,171
9,76
9,65
9,1013
9,252
9,93
9,215
9,0
9,34
9,0
9,35
9,142
9,79
9,530
9,31
9,455
9,272
9,0
9,0
9,54
9,577
9,51
9,136
9,47
9,42
9,0
9,80
9,108
9,167
9,74
9,614
9,98
9,147
9,63
9,24
9,199
9,79
9,84
9,56
9,294
9,59
9,141
9,162
9,129
9,311
9,134
9,52
9,121
9,491
9,1613
9,110
9,102
9,356
9,397
9,38
9,174
9,166
9,179
9,21
9,141
9,396
9,99
9,0
9,93
9,418
9,127
9,0
9,566
9,358
9,177
9,160
9,76
9,112
9,80
9,45
9,317
9,0
9,69
9,375
9,175
9,64
9,449
9,105
9,82
9,210
9,178
9,315
9,853
9,27
9,129
9,115
9,43
9,412
9,514
9,102
9,135
9,80
9,105
9,238
9,171
9,149
9,0
9,111
9,83
9,70
9,124
9,0
9,197
9,100
9,68
9,479
9,188
9,307
9,274
9,21
9,109
9,49
9,91
9,123
9,263
9,208
9,588
9,169
9,436
9,266
9,52
9,413
9,442
9,110
9,199
9,212
9,169
9,329
9,94
9,878
9,185
9,75
9,57
9,0
9,616
9,264
9,272
9,0
9,118
9,124
9,264
9,282
9,110
9,297
9,109
9,394
9,120
9,104
9,93
9,224
9,236
9,93
9,243
9,190
9,701
9,121
9,64
9,42
9,228
9,235
9,27
9,37
9,85
9,178
9,68
9,124
9,791
9,37
9,175
9,259
9,122
9,95
9,201
9,86
9,49
9,0
9,46
9,523
9,32
9,66
9,91
8,742
8,0
8,386
8,161
8,70
8,76
8,225
8,62
8,77
8,142
8,438
8,523
8,45
8,0
8,22
8,133
8,80
8,25
8,143
8,0
8,77
8,21
8,75
8,111
8,64
8,240
8,255
8,0
8,316
8,457
8,36
8,368
8,69
8,32
8,37
8,265
8,662
8,160
8,36
8,164
8,313
8,362
8,194
8,60
8,0
8,102
8,497
8,158
8,467
8,82
8,340
8,143
8,79
8,260
8,334
8,156
8,219
8,112
8,93
8,64
8,485
8,147
8,224
8,117
8,55
8,74
8,469
8,28
8,213
8,72
8,24
8,123
8,33
8,145
8,33
8,39
8,119
8,220
8,38
8,114
8,0
8,53
8,123
8,231
8,38
8,220
8,695
8,183
8,130
8,604
8,289
8,159
8,674
8,0
8,137
8,30
8,110
8,947
8,242
8,105
8,406
8,314
8,423
8,491
8,79
8,294
8,163
8,98
8,159
8,386
8,531
8,50
8,91
8,56
8,0
8,220
8,173
8,30
8,79
8,62
8,32
8,0
8,137
8,83
8,43
8,189
8,44
8,0
8,142
8,72
8,77
8,350
8,551
8,36
8,59
8,228
8,107
8,277
8,225
8,377
8,113
8,615
8,312
8,0
8,208
8,32
8,108
8,80
8,559
8,110
8,362
8,212
8,162
8,551
8,0
8,137
8,214
8,240
8,150
8,140
8,104
8,221
8,673
8,126
8,113
8,55
8,701
8,484
8,121
8,129
8,293
8,82
8,170
8,221
8,103
8,43
8,49
8,207
8,39
8,307
8,310
8,758
8,119
8,74
8,23
8,286
8,51
8,64
8,201
8,60
8,69
8,0
8,379
8,113
8,260
8,430
8,125
8,292
8,0
8,51
8,315
8,150
8,160
8,191
8,787
8,80
8,294
8,70
8,137
8,27
8,269
8,178
8,110
8,162
8,407
8,167
8,868
8,927
8,630
8,156
8,91
8,863
8,78
8,43
8,245
8,100
8,57
8,49
8,81
8,87
8,211
8,86
8,231
8,145
8,33
8,548
8,335
8,1486
8,39
8,151
8,304
8,388
8,61
8,83
8,57
8,991
8,22
8,566
8,77
8,296
8,0
8,196
8,192
8,26
8,115
8,175
8,168
8,170
8,510
8,827
8,62
8,33
8,60
8,224
8,166
8,247
8,171
8,103
8,316
8,72
8,90
8,82
8,92
8,184
8,0
8,173
8,200
8,25
8,64
8,177
8,91
8,39
8,89
8,0
8,66
8,159
8,143
8,60
8,360
8,65
8,845
8,665
8,225
8,429
8,28
8,45
8,77
8,93
8,398
8,805
8,105
8,88
8,142
8,48
8,348
8,408
8,79
8,0
8,107
8,267
8,125
8,271
8,162
8,0
8,26
8,253
8,126
8,531
8,82
8,99
8,27
8,26
8,163
8,28
8,41
8,283
8,196
8,26
8,63
8,45
8,313
8,151
8,146
8,127
8,324
8,293
8,154
8,54
8,62
8,243
8,0
8,122
8,215
8,350
8,153
8,855
8,311
8,104
8,56
8,191
8,148
8,37
8,833
8,84
8,128
8,396
8,170
8,508
8,0
8,127
8,0
8,696
8,451
8,102
8,153
8,358
8,159
8,304
8,109
8,108
8,172
8,284
8,617
8,95
8,417
8,302
8,25
8,301
8,231
8,51
8,565
8,144
8,220
8,0
8,64
8,137
8,155
8,60
8,0
8,32
8,611
8,67
8,69
8,0
8,22
8,303
8,145
8,289
8,73
8,0
8,404
8,179
8,259
8,45
8,0
8,44
8,116
8,629
8,212
8,142
8,308
8,46
7,76
7,546
7,371
7,55
7,116
7,164
7,456
7,27
7,60
7,68
7,80
7,205
7,52
7,157
7,168
7,59
7,72
7,446
7,101
7,250
7,345
7,68
7,20
7,121
7,35
7,199
7,28
7,0
7,229
7,0
7,61
7,175
7,81
7,86
7,171
7,0
7,138
7,111
7,0
7,105
7,84
7,52
7,39
7,97
7,141
7,67
7,575
7,133
7,241
7,60
7,32
7,276
7,0
