2119,7281,10569
1690,10955,15315
1240,13709,23411
1190,15621,28238
1035,4683,6931
653,1927,2483
608,5552,8333
594,5388,7419
566,9024,16240
546,5890,8713
522,1474,1849
513,9425,19339
504,5501,10146
496,6468,11298
447,12655,23380
410,4322,6312
389,2572,3436
379,8301,15477
375,5654,10223
375,4261,6535
367,7055,12310
338,13581,30386
335,3808,6534
321,6860,11933
318,1448,1902
314,7461,12683
314,2406,2910
306,8800,17394
300,3605,6683
298,5321,9264
296,2001,2649
291,3220,4922
281,5399,10284
271,8433,16596
270,6833,12083
270,3839,6551
270,4943,8130
268,3625,6195
264,2514,4495
262,3941,6266
261,2197,3124
260,7355,14501
260,4599,9151
259,2902,4439
252,5234,9194
252,2103,3101
246,1356,1925
239,4954,8538
234,2419,3285
233,5657,10374
232,2299,4181
228,1150,1535
226,4653,9088
226,1164,1572
226,2055,3128
223,3926,6604
221,7541,14726
220,747,1132
216,7430,15802
216,3267,4583
212,5445,8660
210,3112,4572
208,1524,1761
206,1584,2183
204,5206,9171
200,1438,1794
198,5925,11477
195,6205,11904
192,585,765
192,2500,4401
192,3943,7096
191,3930,6660
188,2539,4687
187,3661,6636
186,2183,3725
184,4536,7647
182,1559,1848
181,10576,19687
181,3950,7389
176,1452,2058
173,10309,22627
170,8441,16277
167,7969,13874
167,662,823
166,2854,5523
165,4371,7426
164,975,1133
164,4327,7922
163,6135,10884
163,1579,2513
160,683,964
159,6650,13363
158,2525,4153
157,4077,7254
156,2151,3464
155,7032,15139
155,2108,4168
154,3075,4964
153,475,706
150,737,807
150,4277,7580
149,556,634
147,1423,2359
147,1786,2766
146,833,1008
145,3659,6822
144,3028,5239
144,6527,12304
141,6079,13216
139,2973,4786
139,7994,17570
139,5161,9243
137,1228,1664
137,553,668
136,1071,1909
135,984,1562
134,2374,3687
133,1171,1551
132,1218,2225
132,4192,6876
131,3534,6655
131,5701,9851
130,5943,11153
129,1411,2061
128,3332,5056
126,5206,10174
125,961,1592
125,3151,6310
124,2674,4681
124,3176,5404
124,4026,8095
124,2487,3946
122,2546,4587
122,2421,4445
122,898,1426
121,3160,5673
120,6631,12535
120,1401,2088
120,1772,2938
119,3109,5989
119,882,1272
118,5514,10606
118,2914,5509
118,2688,5354
116,638,947
115,2576,4942
115,3153,4894
114,541,710
114,2175,4173
114,1287,1615
113,7169,12665
113,1108,1978
113,4801,7844
112,1360,2001
112,2850,5456
112,2587,3735
111,739,928
111,3834,6520
111,1462,2690
110,2838,5525
110,1960,3090
109,2358,5083
109,2224,3860
108,2589,5151
107,1707,2964
106,225,313
105,1581,2735
105,469,594
105,2627,4703
105,3817,6660
103,2190,4059
102,4114,8004
102,663,1191
100,2590,4574
99,2410,4729
99,2198,4084
99,844,1466
98,2934,5106
98,2143,3753
97,1317,1979
97,837,1291
96,2747,5249
96,2107,3478
95,4400,8840
94,1658,2766
94,1588,2403
94,310,384
94,535,936
94,3319,6344
94,496,706
93,1691,2925
92,1514,2259
92,2549,5118
92,782,1315
91,1554,2599
91,2917,4550
91,2966,4791
90,1324,2185
89,1197,1842
89,1981,3553
88,1589,3284
88,1470,2434
88,1911,3499
87,2699,5678
87,1352,2032
87,2319,3923
85,1067,1601
85,2481,4281
85,1918,3584
84,521,630
84,830,1168
84,2641,4497
84,3332,5557
84,6446,13344
84,4303,7509
84,3830,6333
84,690,895
83,1770,3004
83,1321,2051
83,1475,2294
82,5021,10220
82,1555,2585
82,2853,4949
81,2344,4457
81,947,1350
81,1433,2038
81,375,484
81,3924,8146
80,1283,2039
80,1391,2661
80,1583,2587
80,215,325
79,158,213
78,2023,3324
78,0,0
77,6689,14075
76,326,481
76,503,873
76,2039,3958
76,1318,2209
76,1360,2390
75,2248,4401
75,1919,3200
74,322,437
74,773,943
73,4194,8823
73,3630,6641
73,3726,7396
72,2304,3792
72,1472,2553
71,4209,8405
71,1099,1948
71,3637,7202
71,1884,3498
71,931,1149
71,479,602
70,693,1169
70,2436,3855
69,3421,6721
69,503,733
69,353,507
69,984,1795
68,1353,2392
68,1671,3550
68,2412,4237
67,631,885
67,406,681
67,2748,6033
67,2826,5509
67,234,383
67,215,323
67,1559,2848
66,674,1182
66,1385,2625
65,1237,2058
65,2451,5694
65,190,294
64,1303,2335
64,372,580
64,1803,3175
64,433,514
64,1121,1981
63,1359,2245
63,2782,4849
63,1514,2349
63,2325,4173
63,274,419
63,550,707
63,620,791
63,1506,2772
62,2308,4538
62,368,545
62,1567,2824
62,3461,6621
62,3701,6454
61,3581,6462
61,421,702
61,1559,2759
61,1387,2484
60,1286,2213
60,2513,4751
60,2509,4313
60,590,856
60,619,717
60,1139,2005
59,860,1365
59,2191,3938
59,3366,6914
58,773,1251
58,758,1068
58,1761,3344
58,567,846
58,656,1087
58,203,253
58,2111,4215
57,608,862
57,2295,4142
57,2083,3250
57,1835,2796
57,217,320
57,1201,2208
56,3224,6689
56,136,193
56,1744,2873
56,1329,2333
56,2160,3691
56,723,1317
55,600,700
55,1875,3438
55,620,741
55,0,0
55,1071,1772
54,688,1187
54,955,1700
54,1040,1970
54,1299,2562
54,1482,2427
54,2117,3858
53,2344,3227
53,147,256
53,335,380
53,2302,4509
53,1126,1885
53,913,1515
53,314,414
53,1922,3347
53,677,975
53,768,1204
53,1336,2447
53,4239,9315
53,53,70
53,405,636
52,294,342
52,2215,4311
52,250,388
52,182,331
