01001,01051,319,692
01001,01101,288,577
01001,01021,60,140
01001,01073,29,47
01001,01117,26,37
01001,01081,24,49
01003,01097,582,1095
01003,12033,300,579
01003,01073,97,164
01003,01053,64,147
01003,01117,56,109
01003,12113,47,87
01003,01125,44,62
01003,48453,35,60
01003,01089,33,55
01003,12091,33,54
01003,01081,32,56
01003,48201,32,63
01003,13121,25,39
01003,12005,24,45
01003,28059,24,51
01003,01101,23,36
01003,28047,21,46
01003,47037,21,29
01003,01099,20,46
01005,01045,50,98
01005,01069,48,103
01005,01067,34,70
01005,13239,23,47
01007,01125,98,234
01007,01073,57,134
01007,01117,51,96
01009,01073,329,657
01009,01043,116,254
01009,01095,88,205
01009,01115,49,115
01009,01055,47,95
01009,01117,36,71
01009,01127,22,47
01011,01101,37,71
01011,01109,23,49
01013,01101,39,82
01013,01085,22,55
01013,01041,21,42
01015,01121,329,716
01015,01055,143,304
01015,01073,125,203
01015,01115,71,130
01015,01029,65,149
01015,01019,61,117
01015,01089,42,63
01015,01117,32,50
01015,13045,32,71
01015,48453,30,49
01015,01111,26,49
01015,01027,23,46
01015,13067,22,33
01015,01003,20,42
01015,01095,20,36
01015,12033,20,33
01017,01081,256,584
01017,13285,123,280
01017,01111,25,52
01017,13215,21,46
01019,01049,53,105
01019,01055,51,102
01019,01015,41,91
01019,13115,38,71
01019,13055,25,52
01021,01117,190,404
01021,01073,83,175
01021,01001,68,177
01021,01051,37,66
01021,01007,22,46
01021,01101,22,42
01025,01097,52,129
01025,01129,34,84
01025,01131,28,71
01025,01091,25,57
01025,01125,25,46
01025,01003,22,38
01025,01099,20,54
01027,01111,35,77
01027,01015,32,60
01027,01121,32,69
01027,01123,23,60
01029,01015,71,151
01029,13045,35,69
01029,13143,25,53
01031,01045,208,470
01031,01069,89,183
01031,01061,68,177
01031,01039,45,108
01031,01109,38,86
01031,08041,26,61
01031,47125,24,47
01031,01073,23,47
01031,48027,21,43
01031,13051,20,35
01033,01077,342,707
01033,01059,91,198
01033,01089,51,78
01033,01079,34,86
01033,01103,25,41
01035,01053,35,76
01035,01099,35,78
01035,01039,25,51
01037,01121,75,173
01037,01123,74,173
01039,01031,54,108
01039,12091,41,98
01039,01041,27,55
01039,12131,27,56
01041,01109,50,101
01041,01101,39,87
01041,01039,36,84
01043,01103,148,315
01043,01073,112,217
01043,01095,88,197
01043,01009,81,182
01043,01089,62,115
01043,01127,37,85
01043,01133,29,62
01043,01117,23,49
01045,01069,330,701
01045,01031,216,486
01045,01061,47,106
01045,01109,33,58
01045,01067,32,77
01045,01005,31,70
01045,48141,27,56
01045,12005,24,42
01047,01101,108,218
01047,01001,49,113
01047,01073,40,82
01047,01125,26,54
01047,01051,24,50
01047,01085,22,50
01047,48453,21,48
01049,01095,197,478
01049,01071,141,309
01049,01055,77,164
01049,01019,51,123
01049,01073,27,52
01049,47065,25,36
01049,01089,20,42
01051,01101,426,866
01051,01001,304,681
01051,01123,85,210
01051,01081,41,74
01051,01117,37,83
01051,01097,25,63
01051,01087,24,58
01051,01003,23,38
01051,01073,21,36
01053,12033,98,211
01053,01003,67,142
01053,01035,34,70
01053,01097,33,69
01053,01099,31,72
01053,12113,28,64
01055,01095,196,445
01055,01015,139,271
01055,01073,97,173
01055,01115,77,167
01055,01049,65,140
01055,01019,60,113
01055,01009,51,116
01055,01089,40,64
01055,01117,28,62
01055,01121,21,54
